"uri","label","labelWithDiacritics","unlcdv:functions","unlcdv:countrySubdivision","unlcdv:countryCode","geo:lat","geo:long","value"
"unlcd:EHEAI","Ejbei Uad el Aabd",,"unlcdf:1, unlcdf:3",,"unlcdc:EH","27.15","-13.2","EHEAI"
"unlcd:EHVIC","Ad Dakhla",,"unlcdf:3",,"unlcdc:EH","23.7","-15.933333","EHVIC"
